Lot Area,Overall Qual,Year Remod/Add,Exter Qual,Bsmt Qual,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Bsmt Full Bath + Full Bath,Kitchen Qual,Functional,Garage Area,Garage Qual,Pool Area,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Utilities_AllPub,Utilities_NoSeWa,Utilities_NoSewr,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM
6000,3,2002,3,3.0,649.0,5,679,504,1.0,3,8,308.0,3.0,0,120000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
215245,7,1965,3,4.0,2136.0,3,2036,0,4.0,3,8,513.0,3.0,0,375000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1596,4,1973,3,4.0,462.0,3,526,462,2.0,3,8,297.0,3.0,0,94900,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
11556,5,1952,3,3.0,720.0,5,882,0,2.0,4,8,240.0,3.0,0,116000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10896,6,1995,2,3.0,1440.0,5,1440,1440,2.0,2,8,0.0,0.0,0,200000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1920,5,1971,3,3.0,765.0,5,765,600,2.0,3,7,440.0,3.0,0,122500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1680,5,1972,3,3.0,630.0,3,630,672,2.0,3,8,264.0,3.0,0,119500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
4712,4,1950,3,3.0,747.0,3,774,456,2.0,3,8,305.0,3.0,0,121600,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4251,7,2007,4,4.0,625.0,5,625,625,2.0,4,8,528.0,3.0,0,164700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
10927,8,2005,4,4.0,1058.0,5,1058,846,3.0,5,8,736.0,3.0,0,275000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8741,6,1950,3,3.0,735.0,3,798,689,1.0,3,8,220.0,3.0,0,113000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8973,5,1991,3,3.0,1008.0,3,1053,0,1.0,5,8,750.0,3.0,0,150000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9945,5,1961,3,3.0,988.0,3,988,0,2.0,3,8,572.0,3.0,0,128500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
16647,5,1981,3,4.0,1390.0,3,1701,0,3.0,3,6,611.0,3.0,0,171000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4500,6,1998,3,5.0,1204.0,5,1204,0,3.0,3,8,412.0,3.0,0,162000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
10400,7,1988,3,4.0,738.0,3,1277,767,2.0,3,7,489.0,3.0,0,185000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3500,5,1950,3,3.0,720.0,3,720,564,1.0,3,8,240.0,3.0,0,110000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
15660,7,2006,4,3.0,798.0,5,1137,817,1.0,4,8,431.0,3.0,0,311500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10289,5,1965,3,3.0,1073.0,3,1073,0,2.0,3,8,515.0,3.0,0,156000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
15384,7,2005,4,4.0,788.0,5,788,702,3.0,4,8,388.0,3.0,0,184000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8635,5,1950,3,3.0,1072.0,3,1072,0,2.0,3,8,1184.0,2.0,0,126500,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8145,7,1950,3,3.0,920.0,5,1240,1240,2.0,3,8,400.0,3.0,0,205000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9802,5,2007,3,4.0,352.0,4,712,730,2.0,3,8,400.0,3.0,0,172500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1782,6,1980,3,4.0,516.0,4,529,516,1.0,3,8,462.0,3.0,0,123900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
10410,4,1950,3,3.0,1313.0,3,1313,0,2.0,4,6,528.0,3.0,0,142900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9278,5,2008,3,4.0,1092.0,5,1092,0,1.0,3,8,0.0,0.0,0,146000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1491,4,1972,3,4.0,630.0,5,630,0,2.0,3,8,0.0,0.0,0,75500,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
7200,4,2006,3,3.0,385.0,4,875,0,1.0,4,8,728.0,3.0,0,117000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12192,7,2001,4,4.0,928.0,5,928,895,3.0,4,8,626.0,3.0,0,235000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7407,6,1996,3,3.0,912.0,3,1236,0,2.0,3,8,923.0,3.0,0,149700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
11200,5,1965,3,3.0,1040.0,5,1040,0,2.0,3,8,384.0,3.0,0,129500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11000,5,2003,3,4.0,1090.0,3,1178,0,2.0,3,8,502.0,3.0,0,135000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7500,7,2005,4,4.0,1221.0,5,1221,0,3.0,4,8,400.0,3.0,0,185000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
14235,6,1993,3,2.0,676.0,3,831,614,2.0,3,8,484.0,3.0,0,138500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5250,8,1987,3,3.0,684.0,2,938,1215,2.0,3,8,0.0,0.0,0,122000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10331,7,1985,3,4.0,1265.0,4,1240,0,2.0,4,8,528.0,3.0,0,174000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
16692,7,1978,3,4.0,1392.0,3,1392,1392,4.0,4,8,564.0,3.0,519,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9434,7,2005,4,4.0,384.0,5,744,630,2.0,4,8,400.0,3.0,0,170000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7000,5,2005,4,3.0,864.0,5,864,0,2.0,3,8,336.0,3.0,0,136500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9179,7,1999,4,4.0,873.0,5,882,908,3.0,4,8,588.0,3.0,0,193000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7711,4,1977,3,4.0,1440.0,3,1440,0,4.0,3,8,0.0,0.0,0,150000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7920,5,2002,3,3.0,914.0,5,914,0,1.0,5,8,368.0,3.0,0,133000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5680,5,1950,3,3.0,592.0,3,933,240,2.0,3,8,240.0,3.0,0,113000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
6120,5,2004,3,3.0,939.0,5,939,574,1.0,3,8,180.0,2.0,0,137500,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10454,6,1957,3,3.0,1105.0,4,1105,0,1.0,3,8,308.0,3.0,0,135000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
15783,5,1952,3,3.0,924.0,3,924,0,1.0,3,8,420.0,3.0,0,112500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13891,8,2008,4,5.0,1710.0,5,1710,0,3.0,4,8,866.0,3.0,0,372402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11700,6,1968,3,3.0,912.0,5,1152,0,2.0,3,8,412.0,3.0,0,143450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6292,6,1950,3,4.0,768.0,3,790,0,1.0,3,8,160.0,2.0,0,91000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8076,6,1994,3,4.0,1160.0,4,1169,0,2.0,3,8,402.0,3.0,0,183500,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3869,5,1984,4,3.0,1038.0,4,1038,0,2.0,3,8,264.0,3.0,0,130000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
15623,10,1996,4,5.0,2396.0,5,2411,2065,4.0,5,8,813.0,3.0,555,745000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
56600,5,1950,3,3.0,686.0,5,1150,686,2.0,3,4,288.0,3.0,0,103000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1890,4,1972,3,3.0,546.0,3,546,546,1.0,3,8,286.0,3.0,0,85500,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
3300,4,1950,3,3.0,624.0,5,816,0,1.0,3,8,0.0,0.0,0,58500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8877,4,1951,3,2.0,836.0,3,1220,0,1.0,3,8,396.0,3.0,0,102000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5748,8,2006,4,5.0,1573.0,5,1778,0,4.0,5,8,495.0,3.0,0,375000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
11388,4,1993,3,3.0,616.0,3,1055,218,1.0,4,6,275.0,3.0,0,121000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10447,5,1984,3,3.0,864.0,3,887,0,1.0,3,8,288.0,3.0,0,124500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10440,6,1950,4,4.0,1510.0,5,1584,1208,2.0,3,5,520.0,2.0,0,256000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
9144,5,1982,3,3.0,883.0,4,988,517,2.0,3,8,240.0,3.0,0,145000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10400,6,1997,3,3.0,932.0,4,1271,1369,2.0,4,8,515.0,3.0,0,256900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5118,8,1990,4,4.0,1312.0,4,1321,0,2.0,4,8,484.0,3.0,0,212000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
11345,5,1950,3,3.0,928.0,4,928,992,2.0,3,8,400.0,3.0,0,137000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3842,8,2005,4,5.0,1594.0,5,1646,0,3.0,4,8,482.0,3.0,0,275000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
12511,7,1978,4,4.0,1420.0,5,1420,1420,2.0,4,6,1314.0,3.0,0,292500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
15584,5,1956,3,3.0,825.0,5,2071,0,1.0,3,8,336.0,3.0,0,165000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12400,6,1998,3,3.0,1215.0,3,1215,0,1.0,3,8,297.0,3.0,0,155000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9600,6,1961,3,3.0,1218.0,3,1254,0,2.0,3,8,525.0,3.0,0,158500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
14145,7,1998,4,4.0,1208.0,5,1621,0,3.0,4,8,440.0,3.0,0,202500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
17600,6,1960,3,3.0,1478.0,5,1478,0,3.0,3,8,498.0,3.0,0,157500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9576,6,1950,3,2.0,770.0,3,885,297,1.0,3,8,378.0,2.0,0,120000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8760,6,1999,3,3.0,936.0,3,936,0,2.0,4,8,315.0,3.0,0,141000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4109,9,2000,4,4.0,1557.0,5,1557,0,3.0,5,8,484.0,3.0,0,305000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
13072,5,2004,3,4.0,1114.0,5,1114,0,1.0,4,8,0.0,0.0,0,142000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26400,5,2007,4,0.0,0.0,5,1288,728,1.0,3,5,576.0,3.0,0,131000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13400,5,1966,3,3.0,1024.0,3,1086,0,2.0,3,8,484.0,3.0,0,159950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11194,8,2008,4,4.0,1696.0,5,1696,0,2.0,4,8,972.0,3.0,0,275000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8778,8,2006,4,4.0,1302.0,5,1302,528,2.0,4,8,859.0,3.0,0,221300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6762,7,2007,4,4.0,1208.0,5,1208,0,3.0,4,8,628.0,3.0,0,195400,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9158,8,2007,4,4.0,1496.0,5,1496,0,2.0,4,8,474.0,3.0,0,225000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10667,6,1971,3,3.0,1587.0,3,1587,0,2.0,3,8,525.0,3.0,0,167300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7728,5,1962,3,3.0,1106.0,3,1190,0,2.0,3,8,540.0,3.0,0,132500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7301,7,2003,4,0.0,0.0,5,495,1427,3.0,4,8,672.0,3.0,0,198500,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10200,4,1950,3,3.0,572.0,2,572,0,1.0,3,8,200.0,3.0,0,75000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9750,7,2004,4,4.0,1445.0,5,1445,0,2.0,4,8,470.0,3.0,0,186500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9000,6,1969,3,3.0,1216.0,3,1216,0,2.0,3,8,336.0,3.0,0,113000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7440,5,1954,3,4.0,1089.0,3,1089,0,2.0,3,8,252.0,3.0,0,125000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10624,5,1964,3,3.0,1728.0,3,1728,0,2.0,3,8,352.0,3.0,0,119000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8400,5,1955,3,3.0,923.0,3,925,0,2.0,3,8,390.0,3.0,0,116900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7655,6,1994,3,4.0,903.0,4,910,732,2.0,3,8,392.0,3.0,0,168000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9037,8,2006,4,4.0,1476.0,5,1484,0,2.0,5,8,472.0,3.0,0,265900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7226,7,2003,4,4.0,798.0,5,798,842,2.0,4,8,595.0,3.0,0,183000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10368,6,1964,3,3.0,1008.0,5,1488,0,2.0,3,8,430.0,3.0,0,167000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9600,7,1990,3,3.0,728.0,5,832,809,1.0,5,8,546.0,2.0,0,178000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10264,7,1999,4,4.0,1588.0,5,1588,0,2.0,4,8,472.0,3.0,0,214000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8500,7,2004,4,4.0,1422.0,5,1422,0,2.0,4,8,626.0,3.0,0,179600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8712,4,1950,2,3.0,756.0,4,952,0,1.0,3,8,330.0,3.0,0,50138,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9600,4,1995,3,4.0,1067.0,3,1067,0,2.0,4,6,436.0,3.0,0,128000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12392,7,2000,3,3.0,832.0,5,1218,943,3.0,4,8,506.0,3.0,0,263400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
