,Lot Area,Overall Qual,Year Remod/Add,Exter Qual,Bsmt Qual,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Bsmt Full Bath + Full Bath,Kitchen Qual,Functional,Garage Area,Garage Qual,Pool Area,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Utilities_AllPub,Utilities_NoSeWa,Utilities_NoSewr,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM
220,10240,8,2005,4,4.0,1030.0,4,1038,1060,2.0,5,8,878.0,3.0,0,275500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
221,4045,7,2006,4,4.0,1356.0,5,1500,0,3.0,4,8,648.0,3.0,0,246578,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
222,6240,5,1950,3,4.0,896.0,4,896,448,1.0,3,8,240.0,2.0,0,115000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
223,14680,5,1960,3,3.0,1273.0,5,1273,0,1.0,3,8,307.0,3.0,0,155000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
224,8923,7,1998,4,4.0,384.0,4,751,631,2.0,3,8,396.0,3.0,0,177500,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
225,15387,7,1967,3,3.0,1620.0,5,1620,0,2.0,4,8,578.0,3.0,0,215000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
226,5868,5,2000,3,3.0,936.0,5,936,0,2.0,3,8,308.0,3.0,0,129000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
227,15750,8,2000,4,4.0,1462.0,5,1513,0,3.0,4,8,521.0,3.0,0,220000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
228,3153,5,1990,3,3.0,967.0,4,967,0,1.0,3,8,180.0,2.0,0,99900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
229,9457,5,1990,3,3.0,925.0,3,1422,0,2.0,3,6,576.0,3.0,0,155000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
230,21453,6,1969,3,3.0,938.0,5,988,0,2.0,3,8,540.0,3.0,0,180000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
231,10367,9,2008,5,5.0,1739.0,5,1743,0,3.0,5,8,927.0,3.0,0,335000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
232,8088,2,1955,3,3.0,498.0,3,498,0,1.0,3,8,216.0,2.0,0,35000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
233,6762,7,2007,4,4.0,1282.0,5,1290,0,3.0,4,8,662.0,3.0,0,200000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
234,8789,5,1967,3,3.0,912.0,3,941,0,1.0,3,8,288.0,3.0,0,129200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
235,11170,7,1991,3,4.0,1216.0,5,1298,1216,2.0,3,8,693.0,3.0,0,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
236,1680,6,1971,3,3.0,483.0,3,483,504,1.0,3,8,264.0,3.0,0,89500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
237,11553,5,1968,3,3.0,1051.0,3,1159,0,1.0,3,8,336.0,3.0,0,158000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
238,13072,6,2005,4,4.0,1141.0,5,1141,0,1.0,3,8,484.0,3.0,0,142500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
239,9571,5,1956,3,3.0,1144.0,3,1144,0,2.0,3,8,596.0,3.0,0,129000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
240,6000,5,1955,3,3.0,960.0,3,960,0,2.0,3,8,576.0,3.0,0,135500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
241,9605,7,2007,4,4.0,1218.0,5,1218,0,1.0,4,8,576.0,3.0,0,159000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
242,8263,6,1950,3,3.0,1012.0,3,1012,0,1.0,3,8,308.0,3.0,0,118400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
243,9254,8,2005,4,4.0,1721.0,5,1721,0,3.0,4,8,554.0,3.0,0,232698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
244,10042,6,1995,3,3.0,660.0,3,740,125,2.0,3,8,216.0,3.0,0,108500,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
245,8146,4,2003,4,2.0,405.0,4,717,322,1.0,3,8,281.0,3.0,0,114000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
246,10366,6,1964,3,3.0,912.0,3,934,0,1.0,3,8,336.0,3.0,0,132000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
247,15312,6,1960,3,3.0,1138.0,5,1138,0,1.0,3,8,480.0,3.0,0,148000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
248,8125,6,1995,3,4.0,702.0,4,702,779,2.0,3,8,343.0,3.0,0,174000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
249,11050,5,1956,3,3.0,1005.0,5,1005,0,1.0,3,8,319.0,3.0,0,133500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
250,8525,5,1950,3,3.0,940.0,3,1024,940,1.0,3,8,0.0,0.0,0,130000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
251,8248,5,1950,3,3.0,686.0,4,686,564,1.0,2,8,280.0,3.0,0,116000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
252,7706,6,1996,3,4.0,384.0,5,1091,0,1.0,3,8,429.0,3.0,0,131250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
253,12134,8,2005,4,4.0,559.0,4,1080,672,2.0,3,8,492.0,3.0,0,164000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
254,8640,8,2008,4,4.0,1363.0,5,1372,0,2.0,4,8,588.0,3.0,0,212700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
255,9143,5,2003,3,3.0,346.0,5,709,308,1.0,3,8,308.0,3.0,0,114000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
256,8885,5,1983,3,4.0,864.0,3,902,0,2.0,3,8,484.0,3.0,0,131000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
257,9600,7,1974,3,3.0,1165.0,4,1165,896,2.0,3,8,498.0,3.0,0,168500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
258,10274,6,1986,3,4.0,676.0,3,698,702,2.0,3,8,465.0,3.0,0,162000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
259,9550,7,1970,3,3.0,756.0,4,961,756,2.0,4,8,642.0,3.0,0,140000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
260,7875,7,2003,4,4.0,783.0,5,807,702,2.0,4,8,393.0,3.0,0,180000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
261,6120,5,1950,4,3.0,884.0,5,884,0,1.0,3,8,240.0,3.0,0,113000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
262,15498,8,1976,4,4.0,1565.0,3,2898,0,3.0,4,8,665.0,3.0,0,287000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
263,10759,5,1972,3,4.0,1001.0,3,1001,640,2.0,3,8,490.0,3.0,0,140000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
264,11096,8,2006,4,4.0,1656.0,5,1656,0,2.0,4,8,826.0,3.0,0,249700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
265,8240,6,1960,3,3.0,1179.0,4,1179,0,1.0,3,6,622.0,3.0,0,110000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
266,8400,6,1957,3,3.0,1478.0,4,1478,0,2.0,3,8,442.0,3.0,0,156500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
267,2058,6,1973,3,3.0,672.0,5,672,546,1.0,5,8,264.0,3.0,0,113700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
268,4590,8,2006,4,4.0,1554.0,5,1554,0,2.0,4,8,627.0,3.0,0,209500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
269,7242,7,2006,4,4.0,1270.0,5,1270,0,2.0,4,8,524.0,3.0,0,175900,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
270,5820,3,2005,3,3.0,1162.0,5,1163,0,2.0,3,8,220.0,2.0,0,126175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
271,9466,8,1995,4,4.0,1494.0,5,1494,0,2.0,4,8,478.0,3.0,0,279700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
272,9555,5,1979,3,0.0,0.0,3,1100,1133,2.0,3,8,579.0,3.0,0,141000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
273,9060,5,1999,3,4.0,859.0,5,942,886,2.0,4,8,0.0,0.0,0,150909,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
274,13695,6,2004,3,4.0,1114.0,5,1114,0,2.0,4,8,576.0,3.0,0,155000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
275,9000,6,1950,3,3.0,780.0,3,780,595,1.0,4,8,544.0,3.0,0,141000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
276,2308,6,1976,3,4.0,804.0,3,804,744,3.0,4,8,440.0,3.0,0,155000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
277,12450,5,2004,4,4.0,1094.0,5,1094,0,2.0,4,8,576.0,3.0,0,149000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
278,13339,6,1960,3,3.0,1561.0,3,1561,0,3.0,3,8,463.0,3.0,0,193000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
279,4043,6,1977,3,4.0,1069.0,3,1069,0,2.0,3,8,440.0,3.0,0,127500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
280,15400,5,1961,3,3.0,552.0,3,904,611,2.0,3,8,384.0,3.0,0,165000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
281,12435,7,2001,4,4.0,963.0,5,963,829,2.0,4,8,564.0,3.0,0,231500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
282,23730,7,1997,4,5.0,1840.0,5,2032,0,4.0,4,8,786.0,3.0,0,300000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
283,14695,6,2008,3,3.0,1562.0,4,1567,0,3.0,4,8,542.0,3.0,0,256000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
284,13000,6,1968,3,4.0,896.0,3,1182,960,2.0,4,8,509.0,3.0,0,193500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
285,6762,7,2006,4,4.0,1187.0,5,1208,0,3.0,4,8,632.0,3.0,0,206000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
286,8400,4,1970,3,3.0,882.0,3,882,0,2.0,3,8,525.0,3.0,0,126000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
287,8304,6,1998,3,4.0,941.0,5,941,896,2.0,3,8,688.0,3.0,0,187000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
288,5830,5,1997,3,3.0,988.0,5,1030,582,1.0,3,8,363.0,3.0,0,128500,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
289,7332,6,1959,3,3.0,864.0,5,864,0,2.0,4,8,288.0,3.0,0,120000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
290,7200,5,1996,3,3.0,530.0,3,581,530,1.0,2,8,288.0,3.0,0,101000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
291,7264,7,2007,4,3.0,952.0,4,952,596,2.0,5,8,672.0,3.0,0,205000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
292,12888,7,1980,3,3.0,1005.0,3,1262,1005,2.0,3,8,498.0,3.0,0,219000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
293,11340,4,1950,3,3.0,777.0,4,1246,1044,2.0,3,8,560.0,3.0,0,122500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
294,53107,6,1992,4,4.0,1580.0,5,1079,874,3.0,4,8,501.0,3.0,0,240000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
295,11250,7,2001,4,4.0,944.0,5,944,926,2.0,4,8,608.0,3.0,0,211000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
296,8917,5,1967,3,3.0,1584.0,3,1584,0,2.0,3,8,506.0,3.0,0,119000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
297,12900,6,2009,4,3.0,780.0,5,780,780,1.0,4,8,0.0,0.0,0,159900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
298,9100,5,1954,3,3.0,1112.0,5,1112,0,2.0,3,8,390.0,3.0,0,144800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
299,11778,9,2008,5,5.0,1751.0,5,1766,0,3.0,5,8,874.0,3.0,0,395039,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
300,11457,6,1988,3,4.0,1392.0,3,1412,0,3.0,4,8,576.0,3.0,0,175000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
301,5062,7,1984,4,4.0,1190.0,4,1190,900,3.0,4,7,577.0,3.0,0,207500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
302,20896,8,2006,4,5.0,2077.0,5,2097,0,2.0,5,8,1134.0,3.0,0,423000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
303,8880,7,2002,4,4.0,948.0,5,1222,888,3.0,4,8,463.0,3.0,0,205000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
304,11578,9,2008,5,5.0,1736.0,5,1736,0,2.0,5,8,834.0,3.0,0,360000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
305,7903,5,1960,3,3.0,1242.0,4,1242,0,2.0,3,8,324.0,3.0,0,152000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
306,13907,5,1969,3,3.0,996.0,5,996,0,2.0,3,8,0.0,0.0,0,108000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
307,31220,6,1952,3,3.0,1632.0,3,1474,0,1.0,3,6,495.0,3.0,0,115000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
308,8668,5,1968,3,3.0,1560.0,3,1560,0,2.0,3,8,792.0,3.0,0,126000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
309,13870,10,2007,5,5.0,1742.0,5,2042,0,3.0,5,8,724.0,3.0,0,455000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
310,10246,4,2001,3,3.0,648.0,5,960,0,1.0,3,8,364.0,3.0,0,145000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
311,3675,5,2005,3,4.0,547.0,4,1072,0,2.0,3,8,525.0,3.0,0,145000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
312,7200,4,1950,3,0.0,0.0,3,1040,0,1.0,3,8,420.0,3.0,0,109900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
313,16196,7,1998,4,4.0,1482.0,5,1494,0,3.0,4,8,514.0,3.0,0,215000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
314,12366,3,1950,3,0.0,0.0,3,729,0,1.0,3,5,0.0,0.0,0,51689,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
315,12886,5,1999,3,4.0,520.0,5,1464,0,2.0,3,6,480.0,3.0,0,175000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
316,6600,5,2008,4,3.0,816.0,5,816,0,1.0,4,8,264.0,3.0,0,130500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
317,1953,6,1973,3,3.0,483.0,3,483,504,1.0,3,8,264.0,3.0,0,83000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
318,8712,5,1952,2,3.0,540.0,3,1044,0,1.0,2,8,504.0,3.0,0,55993,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
